year,location,percent_obese
2019,Missouri,28.8
2015,New Hampshire,29.7
2019,South Dakota,32.1
2011,Oregon,27.8
2019,North Carolina,31.4
2013,Minnesota,23.8
2011,Maine,32.7
2019,Wisconsin,32.6
2019,California,30.4
2013,Ohio,35.3
2014,Colorado,26.1
2019,Georgia,12.7
2011,Wyoming,21.8
2019,Hawaii,21.9
2019,Maryland,34.0
2011,South Dakota,28.4
2019,Florida,25.4
2019,Guam,39.4
2019,Iowa,31.7
2014,Delaware,25.2
2012,South Dakota,23.1
2011,Ohio,34.8
2014,Alaska,29.6
2014,Mississippi,37.9
2019,Missouri,37.7
2013,Texas,38.8
2019,California,30.8
2019,Oregon,28.5
2019,Kentucky,44.0
2014,Massachusetts,17.9
2019,Indiana,35.8
2019,Oregon,28.4
2019,Alabama,35.8
2019,Nevada,34.8
2019,Louisiana,35.6
2019,Kansas,35.2
2019,Ohio,34.9
2019,Puerto Rico,32.6
2019,Georgia,31.4
2019,Louisiana,23.1
2019,New Hampshire,29.8
2011,Rhode Island,12.9
2019,North Carolina,30.5
2019,Illinois,32.5
2015,Vermont,26.1
2014,Oklahoma,33.5
2012,Missouri,33.9
2019,Rhode Island,39.5
2019,Washington,28.2
2019,Montana,32.1
2014,Arizona,29.1
2014,Rhode Island,29.2
2019,Idaho,19.2
2014,South Carolina,30.4
2011,Kansas,31.8
2019,Minnesota,32.2
2013,Colorado,24.1
2013,Indiana,29.2
2014,Wyoming,28.3
2012,Arkansas,36.0
2015,Alaska,30.8
2019,Hawaii,51.8
2015,Mississippi,32.7
2013,Florida,28.0
2019,Oklahoma,42.4
2019,District of Columbia,37.5
2019,Oklahoma,35.2
2015,Nebraska,29.8
2019,Arizona,36.1
2019,New York,29.4
2014,Maryland,29.0
2019,Vermont,24.6
2015,Washington,27.3
2019,Illinois,31.6
2015,Alaska,39.3
2019,Massachusetts,29.4
2014,Mississippi,29.4
2011,Mississippi,42.9
2014,Wisconsin,36.0
2019,Kansas,39.1
2015,South Dakota,28.4
2019,Washington,28.0
2019,Missouri,34.6
2011,California,8.1
2019,Virginia,29.3
2019,Montana,23.4
2019,South Carolina,45.6
2019,Maine,32.2
2011,California,29.9
2012,Florida,22.5
2011,Georgia,25.4
2019,Alaska,26.8
2014,Virginia,8.8
2014,North Dakota,16.3
2012,New Mexico,23.2
2019,New Mexico,31.0
2015,Maine,22.5
2019,Massachusetts,28.0
2014,Oregon,20.2
2019,District of Columbia,23.8
2014,Kansas,33.4
2012,District of Columbia,22.6
2019,Texas,27.5
2019,Minnesota,27.5
2019,California,9.3
2019,Pennsylvania,32.7
2019,Iowa,35.3
2019,Guam,33.6
2019,Vermont,34.2
2019,Hawaii,28.1
2013,South Carolina,26.7
2019,Puerto Rico,26.3
2019,Arkansas,37.8
2012,Alaska,24.0
2019,Alaska,30.2
2019,Guam,22.2
2019,Kansas,36.9
2013,New Hampshire,31.0
2014,Maine,30.0
2014,Nebraska,31.1
2014,Wisconsin,31.4
2011,Arkansas,30.9
2011,Idaho,22.0
2013,Utah,26.0
2015,Virginia,30.5
2019,Wyoming,27.2
2019,Minnesota,26.8
2014,New Jersey,28.5
2011,Texas,10.5
2019,North Dakota,37.9
2019,California,23.1
2012,Vermont,20.7
2014,Wyoming,36.5
2019,Pennsylvania,38.7
2019,South Dakota,33.6
2015,Louisiana,34.3
2019,New Hampshire,33.2
2019,Michigan,37.3
2019,Maryland,37.1
2012,Oklahoma,31.9
2011,New Hampshire,26.2
2012,Virginia,27.5
2015,South Carolina,28.3
2019,Idaho,31.4
2019,Colorado,22.6
2019,Maine,31.6
2015,District of Columbia,27.8
2012,Wyoming,23.0
2019,District of Columbia,27.8
2014,Vermont,26.8
2019,Utah,34.7
2015,Missouri,31.2
2013,Florida,33.8
2019,Mississippi,35.7
2013,New Jersey,26.2
2019,Nebraska,34.7
2019,Nebraska,35.7
2011,New York,18.2
2019,Maine,34.3
2019,Connecticut,32.0
2019,Ohio,43.7
2019,South Carolina,36.3
2019,Virginia,38.8
2019,South Dakota,35.2
2019,Delaware,37.7
2019,Wyoming,29.9
2019,Hawaii,19.9
2019,New Mexico,22.5
2019,Louisiana,43.7
2019,Vermont,27.1
2019,Kansas,32.0
2019,Arizona,31.5
2012,Hawaii,32.0
2011,Georgia,34.4
2019,Connecticut,37.8
2015,New Hampshire,30.7
2019,North Carolina,31.6
2019,Tennessee,37.1
2013,North Dakota,28.4
2015,Mississippi,38.2
2019,Texas,27.4
2019,New York,16.6
2012,Rhode Island,25.7
2019,Idaho,33.3
2019,Colorado,4.6
2012,Rhode Island,27.4
2013,Colorado,9.8
2019,Rhode Island,31.9
2014,Rhode Island,34.6
2019,New York,29.8
2019,Utah,16.3
2011,Virginia,22.8
2014,District of Columbia,27.5
2019,Oregon,17.3
2019,Virginia,28.1
2011,Pennsylvania,25.3
2012,Iowa,34.1
2019,Missouri,34.3
2019,Oregon,31.8
2019,Connecticut,29.1
2019,Rhode Island,32.7
2013,Florida,27.7
2011,Illinois,11.8
2019,Alabama,38.9
2015,Nebraska,29.8
2019,Montana,33.7
2019,Alabama,37.3
2014,Ohio,32.0
2012,Idaho,13.3
2019,California,36.7
2019,Massachusetts,26.0
2019,Massachusetts,28.9
2011,Mississippi,27.9
2019,Arkansas,36.9
2014,Pennsylvania,29.5
2012,Illinois,34.7
2014,Vermont,33.1
2011,Maine,29.0
2019,Guam,34.6
2014,Massachusetts,23.6
2013,Louisiana,40.4
2019,Rhode Island,29.2
2012,Missouri,24.5
2011,Colorado,19.5
2015,Virginia,40.5
2011,Tennessee,30.4
2019,Florida,29.2
2015,Rhode Island,20.2
2015,Texas,32.5
2019,Massachusetts,24.0
2019,Kentucky,37.8
2013,West Virginia,34.9
2019,Maryland,32.8
2019,Wyoming,28.5
2019,New York,24.5
2011,Michigan,35.4
2012,New Mexico,27.5
2019,Oklahoma,34.8
2012,New Mexico,6.7
2019,New Mexico,40.0
2012,Wyoming,26.8
2015,Illinois,29.7
2019,Kansas,34.4
2011,Maine,22.5
2014,Iowa,37.9
2019,Hawaii,29.7
2013,West Virginia,35.4
2019,Washington,28.3
2019,Puerto Rico,27.9
2019,North Carolina,38.8
2013,South Carolina,32.0
2019,North Dakota,32.9
2019,Illinois,33.6
2019,Vermont,28.4
2013,Connecticut,23.6
2019,Wisconsin,33.3
2015,Tennessee,37.6
2019,Georgia,33.6
2011,South Dakota,22.6
2019,Alaska,42.3
2019,South Carolina,39.3
2014,Oklahoma,25.7
2019,South Dakota,45.3
2013,Rhode Island,30.3
2019,Illinois,32.3
2019,North Carolina,37.0
2019,Indiana,33.1
2019,Pennsylvania,33.3
2015,Utah,27.1
2012,Illinois,27.2
2019,South Dakota,31.0
2019,Tennessee,36.5
2019,Nevada,33.5
2019,Washington,25.5
2011,Connecticut,28.6
2013,Nebraska,29.2
2019,Washington,35.3
2013,Montana,25.6
2012,Oklahoma,34.5
2011,New Jersey,29.4
2013,Ohio,24.2
2019,Wisconsin,39.0
2013,California,26.7
2019,Indiana,35.2
2019,Hawaii,33.7
2019,California,29.0
2013,South Carolina,8.1
2015,California,24.2
2019,Louisiana,41.2
2019,Florida,31.3
2019,Arizona,32.0
2019,Minnesota,34.8
2019,Rhode Island,26.9
2013,West Virginia,35.3
2019,Michigan,35.0
2019,Georgia,32.6
2019,District of Columbia,15.0
2019,Michigan,46.1
2013,Vermont,26.7
2019,Arkansas,43.7
2011,Hawaii,16.9
2019,Nevada,25.5
2019,Minnesota,25.1
2019,Minnesota,48.2
2019,Oregon,35.5
2019,Nevada,20.8
2019,Nebraska,28.3
2019,Ohio,34.7
2019,Utah,32.2
2014,Kentucky,37.0
2019,Arizona,31.8
2012,Arizona,26.0
2014,Ohio,32.6
2014,California,29.8
2019,Mississippi,48.2
2013,West Virginia,35.1
2019,Maryland,20.8
2011,Hawaii,21.2
2019,Connecticut,44.9
2011,North Carolina,22.8
2019,Alabama,36.4
2014,Connecticut,30.1
2019,Vermont,25.1
2019,South Dakota,32.7
2015,Maryland,30.7
2019,Missouri,36.1
2015,Connecticut,26.6
2011,Wyoming,29.3
2019,Illinois,31.1
2012,Utah,24.4
2013,Idaho,28.4
2019,Nebraska,28.9
2013,Vermont,33.6
2019,Ohio,39.2
2019,Nevada,30.6
2013,Illinois,24.8
2019,Iowa,36.1
2015,Kentucky,37.1
2013,Arkansas,27.2
2013,Mississippi,35.1
2019,West Virginia,36.7
2019,Maryland,38.4
2011,Kansas,28.8
2019,Delaware,31.6
2013,Florida,32.2
2019,Oklahoma,38.7
2019,Maine,31.9
2014,Mississippi,41.4
2019,Georgia,32.3
2015,New Hampshire,27.8
2019,Delaware,32.3
2015,Florida,27.7
2019,Puerto Rico,32.3
2019,New Mexico,32.5
2019,Virginia,44.5
2019,Massachusetts,25.2
2019,District of Columbia,42.5
2019,Indiana,39.4
2019,Tennessee,36.5
2019,District of Columbia,6.1
2014,North Carolina,24.0
2015,New Jersey,21.3
2019,Wyoming,20.6
2019,West Virginia,24.9
2019,New Hampshire,33.5
2014,Florida,19.5
2011,Oregon,29.6
2015,West Virginia,33.9
2011,Ohio,27.6
2015,Maine,27.2
2019,Pennsylvania,42.4
2014,Connecticut,25.0
2019,Texas,40.8
2019,Indiana,41.4
2019,Georgia,40.9
2019,Tennessee,34.7
2019,Alabama,35.7
2019,Tennessee,36.6
2014,New Mexico,20.8
2012,Hawaii,27.7
2019,Ohio,48.3
2019,Arkansas,26.4
2019,Nebraska,34.1
2013,Colorado,23.2
2019,Hawaii,23.9
2019,Texas,19.1
2013,Mississippi,29.7
2019,South Carolina,43.5
2015,Washington,32.8
2013,Michigan,37.6
2019,Texas,22.8
2019,Colorado,21.4
2012,North Carolina,29.6
2015,Hawaii,17.2
2015,Missouri,32.6
2011,Delaware,22.4
2012,West Virginia,36.0
2011,Texas,32.5
2019,Delaware,33.7
2019,South Carolina,32.2
2014,Missouri,30.2
2019,Montana,27.3
2014,Alabama,31.0
2013,Georgia,35.8
2014,Oregon,28.4
2011,Arizona,25.4
2019,Alabama,36.2
2019,North Dakota,33.9
2019,Virginia,28.2
2019,California,33.7
2015,Vermont,24.7
2013,Washington,29.6
2014,Kentucky,33.3
2015,Nebraska,33.6
2015,South Carolina,32.1
2019,Wisconsin,36.5
2015,Ohio,32.5
2019,Kansas,39.8
2011,New Jersey,10.2
2014,California,22.3
2013,Oklahoma,41.3
2013,Washington,31.4
2019,Indiana,36.7
2019,Illinois,42.7
2019,Arkansas,43.4
2014,New York,28.9
2019,Nevada,29.2
2013,New York,25.9
2013,Washington,27.9
2014,Michigan,25.2
2015,Nevada,29.4
2014,Wyoming,26.0
2013,Wyoming,19.1
2019,Washington,11.7
2014,Vermont,26.4
2019,Connecticut,28.2
2014,Maryland,34.3
2019,Wisconsin,20.5
2011,Ohio,28.3
2019,New York,28.6
2014,Alabama,33.5
2019,Nebraska,32.6
2019,North Carolina,48.7
2014,Colorado,8.7
2019,Maine,30.5
2019,Louisiana,38.3
2019,Minnesota,34.7
2019,Georgia,15.9
2015,Vermont,20.4
2013,Hawaii,24.2
2019,Alabama,33.5
2019,California,26.0
2019,Rhode Island,38.3
2019,Illinois,40.7
2013,Rhode Island,35.6
2019,Florida,27.2
2019,District of Columbia,28.8
2019,Michigan,43.4
2019,New Hampshire,32.9
2015,Vermont,34.2
2019,Maryland,31.5
2019,Kentucky,39.4
2013,Wisconsin,33.6
2019,Oregon,34.4
2012,Alaska,9.0
2015,Illinois,29.4
2012,Rhode Island,28.9
2019,Maine,18.3
2014,Oklahoma,37.3
2019,Arizona,58.0
2011,Indiana,23.5
2019,Alaska,28.6
2019,North Dakota,34.1
2012,Kansas,29.0
2019,South Dakota,34.3
2014,Washington,28.5
2011,Tennessee,22.0
2019,Nebraska,9.9
2019,Connecticut,33.5
2015,Indiana,28.5
2019,Virginia,29.6
2014,Washington,19.0
2013,Iowa,26.7
2019,Florida,26.8
2013,Colorado,21.3
2019,Montana,23.0
2019,Ohio,42.4
2019,Delaware,36.8
2019,North Carolina,47.7
2019,Guam,30.6
2019,Maryland,29.2
2015,Nebraska,36.8
2013,Georgia,32.3
2012,Utah,12.2
2019,Oklahoma,39.9
2019,Oklahoma,41.7
2013,Vermont,30.5
2019,Tennessee,39.8
2019,Nebraska,38.5
2019,Kentucky,36.5
2019,Montana,28.3
2019,West Virginia,39.8
2019,Ohio,36.3
2019,West Virginia,43.7
2019,Rhode Island,20.7
2011,Iowa,30.4
2015,Iowa,34.5
2019,Massachusetts,31.7
2019,Wyoming,28.7
2019,New Mexico,24.9
2019,Florida,17.1
2015,New Hampshire,31.7
2019,Arkansas,31.1
2019,Iowa,35.4
2012,Missouri,29.1
2019,Rhode Island,30.0
2015,South Carolina,35.0
2019,West Virginia,40.6
2019,Missouri,41.8
2013,West Virginia,36.0
2019,New Hampshire,23.5
2019,Illinois,34.2
2015,Minnesota,30.2
2019,Pennsylvania,35.8
2019,North Dakota,46.5
2019,Ohio,39.4
2012,Massachusetts,20.2
2011,Colorado,23.5
2019,Kansas,39.8
2019,Ohio,37.1
2014,Michigan,25.2
2019,Pennsylvania,33.2
2011,Nevada,25.5
2019,District of Columbia,15.7
2014,Missouri,39.5
2019,Indiana,34.9
2014,New Hampshire,19.1
2019,Iowa,40.9
2019,Georgia,30.4
2019,Washington,22.7
2019,Hawaii,18.8
2013,Connecticut,29.8
2019,Wisconsin,33.0
2019,Vermont,38.7
2019,Louisiana,33.5
2012,Nebraska,30.6
2019,North Dakota,25.9
2019,Alaska,15.4
2019,Tennessee,22.5
2019,Colorado,23.6
2012,Wisconsin,24.1
2019,Colorado,22.2
2019,Iowa,38.9
2013,Missouri,20.0
2019,Montana,29.8
2011,North Dakota,28.3
2019,Massachusetts,20.5
2019,Vermont,37.7
2013,Georgia,12.0
2019,Delaware,35.5
2019,Arizona,29.8
2019,New Hampshire,26.8
2019,Idaho,29.5
2015,California,28.5
2013,Utah,25.4
2011,Missouri,31.8
2019,South Carolina,34.4
2019,Utah,13.3
2019,Georgia,41.3
2011,Illinois,33.1
2019,Iowa,41.1
2019,Virginia,29.4
2019,Guam,31.1
2019,Minnesota,34.1
2013,Oregon,5.6
2019,Florida,22.1
2015,Montana,20.5
2014,Oklahoma,40.0
2012,Wisconsin,29.2
2019,Texas,39.3
2019,Oregon,30.9
2019,Vermont,23.4
2015,Kansas,35.1
2019,Minnesota,32.0
2019,Kentucky,32.8
2012,North Carolina,32.9
2011,Virginia,37.1
2013,South Carolina,38.8
2012,New Hampshire,20.7
2019,California,33.8
2019,Wisconsin,40.8
2015,Oklahoma,28.1
2012,Maine,26.6
2019,Wyoming,29.7
2019,Louisiana,31.3
2019,Colorado,24.2
2019,Georgia,41.0
2019,Louisiana,39.4
2011,Delaware,22.0
2019,Utah,33.3
2015,Wyoming,35.9
2019,New Hampshire,32.3
2015,Illinois,35.2
2012,Alaska,25.4
2013,Pennsylvania,32.6
2019,North Carolina,37.7
2019,New York,20.7
2014,Kansas,31.2
2019,Virginia,39.6
2019,Arkansas,39.8
2019,Maine,36.3
2014,Montana,26.7
2019,Arizona,31.4
2013,Louisiana,31.1
2019,Mississippi,37.2
2019,Idaho,28.6
2014,Minnesota,29.8
2019,Minnesota,31.6
2019,Rhode Island,35.5
2019,South Dakota,32.5
2015,Wisconsin,34.3
2019,Nevada,26.1
2019,Iowa,33.7
2019,New York,36.4
2019,Oklahoma,31.8
2015,Arizona,37.5
2019,Connecticut,32.1
2019,Maryland,35.3
2014,Nevada,29.9
2019,Massachusetts,26.7
2019,Idaho,29.9
2019,Utah,29.6
2019,Arkansas,39.0
2019,Kansas,36.0
2012,Utah,24.1
2019,Delaware,40.5
2012,Alaska,32.3
2019,New York,32.0
2019,Tennessee,38.6
2011,Georgia,23.3
2019,Michigan,36.9
2019,Connecticut,41.7
2019,Montana,40.8
2019,New Mexico,28.3
2019,Wyoming,27.3
2019,California,13.2
2014,Maine,32.7
2019,California,29.1
2019,Indiana,38.9
2019,Oregon,26.1
2015,California,22.8
2019,Missouri,37.5
2011,Virginia,22.9
2019,Montana,23.9
2019,Kentucky,37.1
2012,Arizona,25.3
2019,Massachusetts,24.0
2019,Pennsylvania,44.5
2012,Washington,14.3
2019,Texas,31.8
2013,Massachusetts,33.2
2015,Idaho,32.8
2011,Missouri,37.4
2014,Colorado,30.5
2012,Montana,26.9
2013,Montana,27.3
2019,Pennsylvania,27.2
2019,Connecticut,26.5
2019,Guam,35.4
2019,Ohio,34.8
2019,Illinois,37.5
2013,Alabama,37.2
2012,California,31.1
2012,Kansas,33.1
2014,Idaho,23.2
2011,Washington,29.1
2011,Oklahoma,14.7
2011,Washington,25.6
2013,Vermont,24.7
2019,Rhode Island,33.4
2019,Kentucky,34.5
2013,Oklahoma,31.3
2019,Alaska,32.4
2019,Utah,27.4
2015,Wyoming,27.8
2015,Montana,24.9
2013,New Jersey,28.8
2013,Nebraska,30.8
2015,Illinois,17.1
2019,Wyoming,23.1
2019,Oklahoma,41.8
2014,Michigan,34.6
2014,Utah,25.7
2019,New Mexico,31.0
2019,Arizona,25.7
2019,Missouri,34.0
2013,Indiana,31.1
2012,Nebraska,26.8
2015,Mississippi,30.5
2011,Hawaii,22.8
2013,Virginia,28.8
2011,Ohio,34.6
2019,Florida,18.3
2012,Alaska,39.0
2019,Utah,29.5
2015,Vermont,27.8
2014,Iowa,27.9
2013,Mississippi,40.7
2012,New Jersey,26.5
2012,Washington,31.0
2011,Maryland,8.8
2019,Guam,15.7
2019,Mississippi,36.4
2019,Hawaii,34.0
2019,District of Columbia,39.4
2019,Virginia,36.8
2019,Virginia,34.1
2019,Oklahoma,34.9
2019,South Dakota,29.8
2019,West Virginia,38.1
2019,Minnesota,29.1
2013,West Virginia,35.7
2014,New York,28.6
2019,Arizona,30.7
2011,Vermont,22.0
2019,Ohio,30.3
2019,New Mexico,29.9
2011,Kentucky,36.6
2012,Maine,32.1
2019,Arkansas,33.6
2019,Illinois,33.0
2011,New Jersey,26.1
2019,Tennessee,36.0
2019,Kansas,27.8
2019,Oklahoma,37.2
2015,District of Columbia,19.1
2019,Pennsylvania,35.6
2015,Wyoming,31.2
2015,Alaska,26.7
2014,Utah,30.0
2011,Wyoming,28.0
2011,Oklahoma,40.8
2019,Michigan,36.0
2019,Virginia,33.7
2015,Oklahoma,36.9
2014,California,8.9
2019,District of Columbia,37.9
2019,Colorado,24.5
2019,Texas,36.7
2019,Indiana,46.2
2019,Delaware,34.4
2014,Arkansas,42.8
2019,Washington,33.7
2013,New York,21.1
2011,Washington,29.3
2019,Washington,29.1
2019,Massachusetts,24.3
2019,Puerto Rico,30.2
2013,Ohio,30.9
2015,Wisconsin,30.2
2019,Michigan,37.1
2012,Idaho,21.9
2019,Minnesota,19.5
2015,Arkansas,30.0
2019,District of Columbia,33.1
2014,Wisconsin,33.1
2012,Wisconsin,36.0
2019,Mississippi,27.8
2014,North Dakota,35.1
2011,Wyoming,23.8
2019,Kentucky,39.1
2019,Nevada,29.9
2019,Colorado,12.0
2019,Montana,34.3
2019,Wyoming,34.4
2014,Wisconsin,31.6
2011,Ohio,33.0
2019,Nebraska,35.9
2013,Kentucky,29.2
2015,Missouri,31.9
2015,Texas,9.7
2015,New Jersey,20.4
2014,Maine,22.5
2019,Utah,30.1
2019,Hawaii,26.7
2019,Arizona,33.4
2019,Guam,25.5
2019,Connecticut,22.6
2013,Georgia,27.3
2013,New Mexico,29.0
2019,North Carolina,44.0
2013,Idaho,41.9
2019,Vermont,19.5
2012,Oklahoma,35.0
2013,Georgia,30.8
2019,Louisiana,37.9
2014,Arizona,25.9
2019,Texas,19.9
2015,Missouri,38.5
2019,Michigan,20.0
2014,Maryland,39.1
2019,Delaware,40.1
2019,North Dakota,36.3
2014,Missouri,33.7
2019,Idaho,29.1
2019,Oregon,28.4
2019,New York,12.5
2019,North Dakota,38.0
2012,South Carolina,44.4
2019,Arizona,28.6
2012,Idaho,26.8
2014,Nevada,15.0
2015,California,25.4
2019,Pennsylvania,37.4
2019,Massachusetts,28.1
2013,Pennsylvania,32.3
2012,Tennessee,34.2
2019,New Hampshire,34.6
2013,Tennessee,34.6
2019,Nebraska,49.9
2013,Louisiana,32.2
2012,Indiana,32.6
2019,California,28.0
2015,Connecticut,27.7
2012,Nebraska,28.3
2014,Hawaii,21.5
2014,Michigan,33.6
2011,Nebraska,27.3
2012,West Virginia,37.4
2019,Maine,32.9
2019,New Hampshire,41.3
2019,Nebraska,36.8
2019,Oklahoma,43.1
2013,Idaho,29.6
2013,Indiana,32.6
2019,Texas,40.2
2019,Maryland,35.0
2019,Tennessee,21.2
2019,Oregon,29.0
2019,Georgia,30.0
2019,North Dakota,38.5
2019,Massachusetts,22.3
2019,Mississippi,43.9
2019,Maine,23.9
2019,Mississippi,36.7
2011,District of Columbia,28.4
2014,Washington,27.8
2019,New Mexico,38.1
2019,South Carolina,27.9
2013,New Hampshire,27.3
2019,New York,32.2
2015,Wyoming,25.2
2019,Idaho,30.5
2019,Ohio,39.7
2019,South Carolina,30.1
2019,New York,26.4
2012,Idaho,31.3
2011,Georgia,29.0
2014,Missouri,30.2
2019,Alabama,40.3
2013,Georgia,30.3
2019,Hawaii,25.0
2013,North Carolina,29.4
2019,Wyoming,30.2
2012,Maryland,23.9
2013,Utah,27.1
2019,Maine,29.1
2012,Connecticut,27.3
2019,Missouri,35.5
2015,Delaware,26.0
2019,Montana,30.7
2019,Illinois,30.4
2013,Vermont,25.8
2019,Puerto Rico,33.5
2019,Missouri,28.5
2012,Vermont,23.7
2019,Alaska,30.8
2019,Nebraska,36.2
2012,Tennessee,31.8
2019,New Hampshire,31.8
2011,Michigan,28.2
2019,Colorado,31.8
2012,Rhode Island,26.9
2012,Alaska,22.4
2012,Washington,31.4
2019,Maryland,36.5
2019,West Virginia,41.4
2015,Maryland,32.7
2019,Delaware,41.2
2019,Puerto Rico,31.3
2019,Puerto Rico,33.4
2019,District of Columbia,9.9
2014,Wisconsin,34.4
2019,Virginia,33.1
2014,Washington,22.9
2019,New Mexico,32.6
2019,California,25.2
2019,Wyoming,25.6
2015,Hawaii,22.7
2015,Kansas,45.6
2011,Delaware,36.1
2019,Alabama,32.0
2019,Wisconsin,39.3
2013,West Virginia,36.2
2014,Virginia,24.9
2019,Minnesota,35.6
2015,West Virginia,35.6
2019,Indiana,34.8
2019,Louisiana,37.6
2019,Arkansas,45.0
2019,Michigan,43.8
2012,South Carolina,42.5
2012,Arizona,32.3
2012,Kansas,33.0
2015,New Jersey,27.4
2019,Washington,29.3
2019,Michigan,9.7
2015,Kansas,33.3
2019,Hawaii,29.2
2014,Alabama,28.9
2019,Kentucky,35.0
2019,Washington,29.6
2019,South Carolina,41.7
2019,Utah,32.4
2019,Rhode Island,34.7
2019,Rhode Island,27.8
2019,Utah,29.2
2019,Nebraska,33.9
2019,Nevada,34.5
2019,South Carolina,27.0
2012,Ohio,28.9
2013,Maryland,37.3
2019,Maryland,26.7
2019,Arizona,38.5
2019,Iowa,7.1
2015,Oklahoma,33.9
2012,Colorado,25.5
2019,Vermont,33.3
2019,Missouri,39.9
2012,Maryland,31.6
2019,Florida,24.7
2019,Connecticut,31.6
2013,Utah,30.7
2014,Hawaii,23.2
2011,Nevada,24.0
2019,Idaho,29.1
2014,Oregon,27.1
2013,Kentucky,38.6
2019,North Carolina,37.6
2013,Kansas,31.0
2019,Vermont,30.1
2019,Georgia,29.6
2014,Connecticut,30.9
2012,Delaware,2.9
2019,New York,23.0
2019,Guam,38.4
2019,Georgia,38.6
2019,Virginia,33.7
2019,Rhode Island,28.2
2014,Oklahoma,28.9
2014,North Dakota,33.8
2019,Wisconsin,44.7
2019,Texas,34.0
2019,Oregon,31.5
2019,Montana,31.6
2019,South Dakota,32.3
2019,Missouri,31.9
2019,South Dakota,29.8
2019,Montana,33.2
2019,Oregon,30.5
2019,Guam,35.8
2014,Michigan,36.0
2019,North Dakota,37.1
2014,Wisconsin,30.5
2019,Nevada,29.8
2019,West Virginia,38.5
2019,Indiana,37.4
2019,Texas,36.6
2012,Illinois,28.0
2019,Florida,27.6
2019,Pennsylvania,39.2
2019,California,34.4
2012,Minnesota,21.8
2015,Pennsylvania,33.6
2019,Vermont,29.4
2013,Arkansas,35.2
2019,New York,29.2
2019,Georgia,30.2
2019,North Carolina,42.2
2019,Illinois,35.3
2012,North Dakota,25.5
2014,District of Columbia,19.9
2019,New Hampshire,34.2
2019,New Hampshire,30.5
2012,Tennessee,40.7
2019,Texas,42.9
2019,New Mexico,25.0
2019,Alaska,30.6
2019,California,27.1
2019,Minnesota,29.6
2019,Michigan,34.4
2015,Missouri,33.5
2011,Kentucky,47.1
2019,West Virginia,39.7
2019,Vermont,25.2
2019,Oregon,33.7
2013,Florida,32.0
2019,North Dakota,57.8
2019,Iowa,33.9
2019,South Carolina,36.8
2013,Utah,26.3
2019,Maine,28.9
2011,Virginia,26.1
2011,North Dakota,10.7
2014,Wyoming,29.2
2015,Michigan,41.0
2012,Connecticut,33.0
2011,Delaware,24.1
2012,Arizona,22.4
2019,Massachusetts,15.2
2019,Louisiana,34.5
2012,Wisconsin,29.8
2012,Iowa,30.1
2012,Arizona,30.9
2019,Guam,36.9
2013,New Jersey,27.6
2011,Louisiana,33.0
2019,Virginia,31.9
2019,Delaware,38.3
2019,Rhode Island,31.9
2019,Missouri,36.4
2019,Utah,23.4
2019,South Carolina,42.3
2019,Kansas,37.9
2019,Oklahoma,41.9
2019,Colorado,21.5
2019,New Mexico,30.9
2019,Nebraska,39.3
2012,Tennessee,34.1
2015,Wyoming,28.6
2011,New York,26.9
2019,Minnesota,33.7
2015,New Jersey,31.5
2014,Georgia,23.3
2019,California,32.9
2019,Tennessee,47.5
2019,Iowa,35.9
2014,District of Columbia,32.8
2013,Maine,35.6
2015,District of Columbia,29.7
2013,Nevada,26.4
2014,Maine,23.7
2019,Louisiana,35.9
2014,Oregon,13.4
2019,Wisconsin,25.9
2019,Ohio,11.3
2019,Wisconsin,34.2
2012,Iowa,35.4
2019,Kansas,34.3
2015,Kentucky,32.9
2011,Hawaii,22.8
2015,Georgia,24.4
2015,Minnesota,23.2
2013,South Carolina,36.1
2013,Connecticut,16.0
2019,Arizona,20.1
2019,Louisiana,32.3
2019,Indiana,36.4
2015,Arizona,30.5
2012,Vermont,29.8
2015,Pennsylvania,30.1
2019,Wyoming,30.3
2019,Washington,31.4
2014,South Carolina,27.8
2019,Alabama,32.0
2013,Hawaii,56.2
2019,Florida,26.9
2011,Vermont,27.3
2019,Puerto Rico,38.8
2019,Arkansas,40.4
2019,Rhode Island,4.0
2019,Maine,29.0
2019,Hawaii,25.1
2013,West Virginia,29.1
2013,Arizona,29.6
2013,New Jersey,28.1
2019,Delaware,38.5
2013,District of Columbia,20.5
2019,Maryland,34.5
2012,Florida,28.5
2015,North Dakota,34.7
2019,South Dakota,31.0
2014,California,24.0
2013,Idaho,32.3
2012,Vermont,24.5
2015,New Hampshire,29.9
2012,South Dakota,28.1
2019,Virginia,33.7
2019,Montana,30.8
2019,South Dakota,17.3
2019,North Dakota,34.8
2012,Oregon,32.9
2015,Tennessee,33.4
2012,Wyoming,20.5
2019,Idaho,30.0
2012,Wisconsin,37.5
2019,Kentucky,35.7
2011,Washington,22.1
2019,Wisconsin,35.8
2019,Ohio,33.9
2011,Oregon,32.6
2019,California,29.8
2019,Maryland,27.9
2012,North Dakota,32.2
2019,Mississippi,46.4
2019,North Carolina,30.0
2019,Guam,23.4
2019,South Carolina,38.6
2019,Iowa,34.2
2019,Tennessee,32.7
2019,Minnesota,33.0
2014,South Dakota,40.7
2013,Kentucky,29.7
2012,Arizona,29.1
2019,Nevada,28.6
2015,Illinois,22.4
2019,West Virginia,36.4
2019,Missouri,37.2
2019,Rhode Island,23.3
